 VARIABLES = "shear","z",                            "dsheardz","d2sheardz2"
  1.942890293094024E-017  1.526256883563296E-004  2.512108438764421E-015  3.435361967541087E-013
  1.942890293094024E-017  5.091982718433197E-004  2.637639738106260E-015  3.607028701683772E-013
  1.942890293094024E-017  1.062715365817218E-003  2.845045680889344E-015  3.890660760190554E-013
  2.331468351712829E-017  1.804044177058543E-003  3.148598467815375E-015  4.305775682482560E-013
  2.720046410331634E-017  2.721004259491041E-003  3.569243517805471E-015  4.881016776486110E-013
  3.108624468950439E-017  3.798536889810820E-003  4.135914906701696E-015  5.655952009164707E-013
  3.497202527569244E-017  5.018948159000085E-003  4.887116281046768E-015  6.683235939893009E-013
  4.274358644806853E-017  6.362198564764021E-003  5.872584198089670E-015  8.030884373455950E-013
  5.051514762044463E-017  7.806231776759659E-003  7.154699420557145E-015  9.784204335804631E-013
  6.605826996519682E-017  9.327336697889042E-003  8.809086544282274E-015  1.204661407765095E-012
  8.160139230994902E-017  1.090053675646116E-002  1.092356322948019E-014  1.493820612578484E-012
  1.010302952408893E-016  1.250000000000000E-002  1.359432241874948E-014  1.859052638461462E-012
  1.243449787580175E-016  1.409946324353884E-002  1.691806951107005E-014  2.313582155359999E-012
  1.515454428613339E-016  1.567266330211096E-002  2.097897450500874E-014  2.868919590428533E-012
  1.904032487232144E-016  1.719376822324034E-002  2.582996030468091E-014  3.532302263887968E-012
  2.292610545850949E-016  1.863780143523598E-002  3.146921283564221E-014  4.303482097181813E-012
  2.758904216193514E-016  1.998105184099992E-002  3.781485673701414E-014  5.171262459762576E-012
  3.264055692397961E-016  2.120146311018918E-002  4.468312482093380E-014  6.110512796025077E-012
  3.769207168602407E-016  2.227899574050896E-002  5.177724666389263E-014  7.080649116429686E-012
  4.274358644806853E-016  2.319595582294146E-002  5.869456010792610E-014  8.026606510485522E-012
  4.740652315149419E-016  2.393728463418278E-002  6.495698936093852E-014  8.883007092094036E-012
  5.129230373768223E-016  2.449080172815668E-002  7.006476258110878E-014  9.581505993997641E-012
  5.362377208939506E-016  2.484737431164367E-002  7.356593337022083E-014  1.006029858054287E-011
  5.478950626525148E-016  2.500000000000000E-002  7.511752940915006E-014  1.027248265424258E-011
  5.478950626525148E-016  2.500000000000000E-002  7.511752940915006E-014  1.027248265424258E-011
  5.712097461696431E-016  2.530525137671266E-002  7.831958690689421E-014  1.071037085906228E-011
  6.294964549624638E-016  2.601839654368664E-002  8.634249172653667E-014  1.180752023610737E-011
  7.344125307895411E-016  2.712543073163444E-002  1.004551279605754E-013  1.373745339631771E-011
  9.015010959956272E-016  2.860808835411709E-002  1.230348609760791E-013  1.682528013348047E-011
  1.157962614684038E-015  3.044200851898208E-002  1.581051375031707E-013  2.162121538504826E-011
  1.554312234475219E-015  3.259707377962164E-002  2.122935566839179E-013  2.903159749523534E-011
  2.168265567092931E-015  3.503789631800017E-002  2.964141748777029E-013  4.053527177814489E-011
  3.128053371881379E-015  3.772439712952805E-002  4.280082375955757E-013  5.853104103870598E-011
  4.647393581080906E-015  4.061246355351932E-002  6.352964222581489E-013  8.687814321477804E-011
  7.041034422172744E-015  4.365467339577808E-002  9.630645051109342E-013  1.317011289040329E-010
  1.082967049370609E-014  4.680107351292233E-002  1.480888215205171E-012  2.025146277203025E-010
  1.677102900998761E-014  5.000000000000000E-002  2.293552867012015E-012  3.136482553177321E-010
  2.597644321866710E-014  5.319892648707768E-002  3.552182196986284E-012  4.857685055704134E-010
  3.994193864542695E-014  5.634532660422192E-002  5.462131275590015E-012  7.469581231567565E-010
  6.054823309398216E-014  5.938753644648068E-002  8.280205223061644E-012  1.132335756997924E-009
  8.987421917794337E-014  6.227560287047196E-002  1.229038203405012E-011  1.680736004652111E-009
  1.297734142369223E-013  6.496210368199984E-002  1.774673817787108E-011  2.426904366195594E-009
  1.811939487339487E-013  6.740292622037836E-002  2.477882435965210E-011  3.388557177370780E-009
  2.432964940624061E-013  6.955799148101793E-002  3.327143467201931E-011  4.549939784176142E-009
  3.126460201841042E-013  7.139191164588291E-002  4.275523792203672E-011  5.846870143132279E-009
  3.829242478659012E-013  7.287456926836557E-002  5.236551742575952E-011  7.161096400025518E-009
  4.455125157676321E-013  7.398160345631336E-002  6.092463454005584E-011  8.331573954089618E-009
  4.911471229718246E-013  7.469474862328734E-002  6.716563456806410E-011  9.185044043367051E-009
  5.120837087702058E-013  7.500000000000001E-002  7.002872425495801E-011  9.576577675751577E-009
  5.120837087702058E-013  7.500000000000000E-002  7.002872425495801E-011  9.576577675751577E-009
  5.566730409967136E-013  7.561050275342532E-002  7.612624346424687E-011  1.041042645648357E-008
  6.765649152029597E-013  7.703679308737328E-002  9.252152417149082E-011  1.265251612577126E-008
  9.158046543333854E-013  7.925086146326887E-002  1.252384966342315E-010  1.712663201790832E-008
  1.373774982660336E-012  8.221617670823417E-002  1.878667788288579E-010  2.569118342857900E-008
  2.268565335583617E-012  8.588401703796417E-002  3.102312821375555E-010  4.242479071691589E-008
  4.090091043629230E-012  9.019414755924328E-002  5.593288870829049E-010  7.648942044684332E-008
  7.973656734883150E-012  9.507579263600034E-002  1.090414353847485E-009  1.491164927998725E-007
  1.662507909117039E-011  0.100448794259056       2.273515285577725E-009  3.109080730937163E-007
  3.662792735781295E-011  0.106224927107039       5.008947064203038E-009  6.849842131912632E-007
  8.417250452197323E-011  0.112309346791556       1.151076998542216E-008  1.574122387383190E-006
  1.990233594595381E-010  0.118602147025845       2.721686975118241E-008  3.721965073014277E-006
  4.773940592839310E-010  0.125000000000000       6.528465715797352E-008  8.927816241709655E-006
  1.145117261569517E-009  0.131397852974155       1.565972300189299E-007  2.141500511390615E-005
  2.707595308515387E-009  0.137690653208444       3.702694295807892E-007  5.063513175204045E-005
  6.222167030500714E-009  0.143775072892961       8.508945612150717E-007  1.163616287106009E-004
  1.370850777726584E-008  0.149551205740944       1.874667362993578E-006  2.563646671780536E-004
  2.858224971979962E-008  0.154924207364000       3.908682126130731E-006  5.345201961246280E-004
  5.572121161145916E-008  0.159805852440757       7.619988684735923E-006  1.042048075685491E-003
  1.004620267314182E-007  0.164115982962036       1.373837710115942E-005  1.878747031425141E-003
  1.658964635492533E-007  0.167783823291766       2.268664210388138E-005  3.102432078152492E-003
  2.488563670721700E-007  0.170749138536731       3.403151895604041E-005  4.653849844205093E-003
  3.368552170873729E-007  0.172963206912627       4.606544903480687E-005  6.299487956362025E-003
  4.094031754464656E-007  0.174389497246575       5.598643159057079E-005  7.656174592027751E-003
  4.450503742481349E-007  0.175000000000000       6.086120269126330E-005  8.322793681633916E-003
  4.450503742481349E-007  0.175000000000000       6.086120269126330E-005  8.322793681633916E-003
  5.259264809875930E-007  0.176221005506851       7.192102968607871E-005  9.835206696317279E-003
