  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  5.000000000000000E-004 -1.249401803283245E-008 -1.242977999752302E-008
  1.000000000000000E-003 -2.500459983856698E-008 -2.485997507997249E-008
  1.500000000000000E-003 -3.749585114516016E-008 -3.729048854594046E-008
  2.000000000000000E-003 -4.995883994877834E-008 -4.972089074812357E-008
  2.500000000000000E-003 -6.240900121622036E-008 -6.215098097510955E-008
  3.000000000000000E-003 -7.485838223789371E-008 -7.458084155037816E-008
  3.500000000000000E-003 -8.731063747281148E-008 -8.701058317061841E-008
  4.000000000000000E-003 -9.976591282089432E-008 -9.944025224456375E-008
  4.500000000000001E-003 -1.122240858074256E-007 -1.118698637904607E-007
  5.000000000000001E-003 -1.246853259329347E-007 -1.242994220062829E-007
  5.500000000000001E-003 -1.371498396148921E-007 -1.367289285716600E-007
  6.000000000000002E-003 -1.496177131388240E-007 -1.491583901159161E-007
  6.500000000000002E-003 -1.620889109816868E-007 -1.615878141618424E-007
  7.000000000000003E-003 -1.745633200260646E-007 -1.740172024523697E-007
  7.500000000000003E-003 -1.870407874773407E-007 -1.864465530522308E-007
  8.000000000000004E-003 -1.995211432510281E-007 -1.988758657744915E-007
  8.500000000000004E-003 -2.120042107867304E-007 -2.113051430817722E-007
  9.000000000000005E-003 -2.244898122011377E-007 -2.237343875820372E-007
  9.500000000000005E-003 -2.369777715858213E-007 -2.361636004488940E-007
  1.000000000000001E-002 -2.494679176192433E-007 -2.485927818044278E-007
  1.050000000000001E-002 -2.619600854582375E-007 -2.610219316012050E-007
  1.112500000000001E-002 -2.775780616125666E-007 -2.765583469666500E-007
  1.175000000000001E-002 -2.931986419100849E-007 -2.920946625477632E-007
  1.237500000000001E-002 -3.088190595026883E-007 -3.076309123883969E-007
  1.300000000000001E-002 -3.244378998164378E-007 -3.231671501751487E-007
  1.362500000000001E-002 -3.400555917263453E-007 -3.387033715504107E-007
  1.440625000000001E-002 -3.595781976466893E-007 -3.581236181436361E-007
  1.518750000000001E-002 -3.791023709182532E-007 -3.775437322661118E-007
  1.596875000000001E-002 -3.986257440420760E-007 -3.969637437240380E-007
  1.675000000000001E-002 -4.181470995878753E-007 -4.163837105749715E-007
  1.772656250000001E-002 -4.425478624269630E-007 -4.406586425620682E-007
  1.870312500000001E-002 -4.669491525245411E-007 -4.649334167726700E-007
  1.967968750000001E-002 -4.913489421814488E-007 -4.892080344710903E-007
  2.065625000000001E-002 -5.157463931621336E-007 -5.134825522326523E-007
  2.187695312500001E-002 -5.462428395540553E-007 -5.438256252821055E-007
  2.309765625000001E-002 -5.767402868356510E-007 -5.741684802227137E-007
  2.431835937500001E-002 -6.072360756409458E-007 -6.045110997977219E-007
  2.553906250000001E-002 -6.377292950913120E-007 -6.348535404634410E-007
  2.675976562500001E-002 -6.682211524076590E-007 -6.651958010431431E-007
  2.828564453125001E-002 -7.063385189974875E-007 -7.031234583805273E-007
  2.981152343750001E-002 -7.444587188776525E-007 -7.410508066377720E-007
  3.133740234375001E-002 -7.825773511915919E-007 -7.789778093921085E-007
  3.286328125000001E-002 -8.206930175922550E-007 -8.169045156783602E-007
  3.477062988281251E-002 -8.683378919330783E-007 -8.643126438183237E-007
  3.667797851562501E-002 -9.159839179138394E-007 -9.117203213845714E-007
  3.858532714843751E-002 -9.636271176097282E-007 -9.591274399475372E-007
  4.049267578125001E-002 -1.011266647780019E-006 -1.006534055115428E-006
  4.287686157226563E-002 -1.070816771927046E-006 -1.065791897518847E-006
  4.526104736328126E-002 -1.130368307138522E-006 -1.125049075343652E-006
  4.764523315429688E-002 -1.189916250374456E-006 -1.184305378720939E-006
  5.002941894531251E-002 -1.249459607547181E-006 -1.243560860614702E-006
  5.241360473632813E-002 -1.309000522331741E-006 -1.302815556556762E-006
  5.539383697509766E-002 -1.383430880817457E-006 -1.376883252800318E-006
  5.837406921386720E-002 -1.457864487805296E-006 -1.450949974474878E-006
  6.135430145263673E-002 -1.532293582146024E-006 -1.525015330840826E-006
  6.433453369140625E-002 -1.606716318337551E-006 -1.599079354813400E-006
  6.805982398986817E-002 -1.699744410330749E-006 -1.691658225427037E-006
  7.178511428833008E-002 -1.792772899256567E-006 -1.784235525449186E-006
  7.551040458679199E-002 -1.885794434374301E-006 -1.876810628420721E-006
  7.923569488525391E-002 -1.978807581360634E-006 -1.969383600186285E-006
  8.389230775833130E-002 -2.095073263954562E-006 -2.085097956369667E-006
  8.854892063140869E-002 -2.211339192624767E-006 -2.200809854476593E-006
  9.320553350448608E-002 -2.327595944928341E-006 -2.316518242309661E-006
  9.786214637756348E-002 -2.443841374734029E-006 -2.432223208321418E-006
  0.103682912468910      -2.589146160428027E-006 -2.576851405886777E-006
  0.109503678560257      -2.734450494668376E-006 -2.721475704460252E-006
  0.115324444651604      -2.879742381292602E-006 -2.866094372086379E-006
  0.121145210742950      -3.025018749175191E-006 -3.010707537939871E-006
  0.126965976834297      -3.170283552189719E-006 -3.155315600204267E-006
  0.134241934448481      -3.351866922673545E-006 -3.336071116859361E-006
  0.141517892062664      -3.533451532573472E-006 -3.516820489192994E-006
  0.148793849676847      -3.715018691741971E-006 -3.697560711075200E-006
  0.156069807291031      -3.896563150037006E-006 -3.878291953240922E-006
  0.165164754308760      -4.123485039175960E-006 -4.104197939532040E-006
  0.174259701326489      -4.350401706220708E-006 -4.330093756792101E-006
  0.183354648344219      -4.577293434112515E-006 -4.555974724295652E-006
  0.192449595361948      -4.804154759334129E-006 -4.781841154993498E-006
  0.203818279134110      -5.087718951345622E-006 -5.064160984685918E-006
