 VARIABLES = "time","pctu","pctv","pctw","pctt"
 0.100000E+00 0.512821E-02 0.000000E+00 0.153846E-01 0.119658E-01
 0.200000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.300000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.400000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.500000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.600000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.700000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.800000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.900000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.100000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.110000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.120000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.130000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.140000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.150000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.160000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.170000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.180000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.190000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.200000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.210000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.222500E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.235000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.247500E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.260000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.272500E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.288125E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.303750E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.319375E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.335000E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.354531E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.374063E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.393594E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.413125E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.437539E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.461953E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.486367E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.510781E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.535195E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.565713E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.596230E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.626748E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.657266E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.695413E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.733560E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.771707E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.809854E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.857537E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.905221E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.952905E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
