     1  0.000000E+00 0.100000E-01 250   1  0.000000E+00 0.000000E+00 250 250  0.000000E+00 0.000000E+00 250 250  -.193874E+02 0.100000E+01 250   1
     2  -.250233E-05 0.100000E-01   7   6  0.000000E+00 0.000000E+00 250 250  -.624985E-06 0.624985E-06 151 151  -.193874E+02 0.100000E+01 250   1
     3  -.500339E-05 0.100000E-01   7   1  0.000000E+00 0.000000E+00 250 250  -.124993E-05 0.124993E-05 151 151  -.193874E+02 0.100000E+01 250   1
     4  -.750254E-05 0.100001E-01   7   1  0.000000E+00 0.000000E+00 250 250  -.187483E-05 0.187483E-05 151 151  -.193874E+02 0.100000E+01 250   1
     5  -.100007E-04 0.100002E-01   7   1  0.000000E+00 0.000000E+00 250 250  -.249956E-05 0.249956E-05 151 151  -.193874E+02 0.100000E+01 250   1
     6  -.124979E-04 0.100003E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.312411E-05 0.312411E-05 151 151  -.193874E+02 0.100000E+01 250   1
     7  -.149978E-04 0.100004E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.374909E-05 0.374909E-05 151 150  -.193874E+02 0.100000E+01 250   1
     8  -.174986E-04 0.100006E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.437434E-05 0.437434E-05 151 151  -.193874E+02 0.100000E+01 250   1
     9  -.199994E-04 0.100007E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.499958E-05 0.499958E-05 151 151  -.193874E+02 0.100000E+01 250   1
    10  -.225000E-04 0.100009E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.562476E-05 0.562476E-05 151 151  -.193874E+02 0.100000E+01 250   1
    11  -.250002E-04 0.100012E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.624984E-05 0.624984E-05 151 150  -.193874E+02 0.100000E+01 250   1
    12  -.274998E-04 0.100014E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.687478E-05 0.687478E-05 151 150  -.193874E+02 0.100000E+01 250   1
    13  -.299986E-04 0.100017E-01  10   1  0.000000E+00 0.000000E+00 250 250  -.749954E-05 0.749954E-05 150 150  -.193874E+02 0.100000E+01 250   1
    14  -.324965E-04 0.100020E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.812405E-05 0.812405E-05 151 150  -.193874E+02 0.100000E+01 250   1
    15  -.349935E-04 0.100023E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.874830E-05 0.874830E-05 151 151  -.193874E+02 0.100000E+01 250   1
    16  -.374893E-04 0.100027E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.937222E-05 0.937222E-05 151 151  -.193874E+02 0.100000E+01 250   1
    17  -.399906E-04 0.100030E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.999754E-05 0.999754E-05 151 150  -.193874E+02 0.100000E+01 250   1
    18  -.424938E-04 0.100034E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.106233E-04 0.106233E-04 151 151  -.193874E+02 0.100000E+01 250   1
    19  -.449964E-04 0.100038E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.112490E-04 0.112490E-04 151 150  -.193874E+02 0.100000E+01 250   1
    20  -.474982E-04 0.100043E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.118744E-04 0.118744E-04 150 150  -.193874E+02 0.100000E+01 250   1
    21  -.499991E-04 0.100048E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.124996E-04 0.124996E-04 151 150  -.193874E+02 0.100000E+01 250   1
    22  -.524988E-04 0.100052E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.131246E-04 0.131246E-04 151 150  -.193874E+02 0.100000E+01 250   1
    23  -.556221E-04 0.100059E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.139054E-04 0.139054E-04 151 150  -.193874E+02 0.100000E+01 250   1
    24  -.587436E-04 0.100066E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.146857E-04 0.146857E-04 151 150  -.193874E+02 0.100000E+01 250   1
    25  -.618619E-04 0.100073E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.154653E-04 0.154653E-04 151 150  -.193874E+02 0.100000E+01 250   1
    26  -.649850E-04 0.100080E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.162461E-04 0.162461E-04 151 150  -.193874E+02 0.100000E+01 250   1
    27  -.681170E-04 0.100088E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.170291E-04 0.170291E-04 151 150  -.193874E+02 0.100000E+01 250   1
    28  -.720302E-04 0.100098E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.180074E-04 0.180074E-04 150 150  -.193874E+02 0.100000E+01 250   1
    29  -.759406E-04 0.100109E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.189850E-04 0.189850E-04 151 150  -.193874E+02 0.100000E+01 250   1
    30  -.798461E-04 0.100121E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.199613E-04 0.199613E-04 151 150  -.193874E+02 0.100000E+01 250   1
    31  -.837460E-04 0.100133E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.209363E-04 0.209363E-04 151 150  -.193874E+02 0.100000E+01 250   1
    32  -.886149E-04 0.100149E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.221535E-04 0.221535E-04 151 150  -.193874E+02 0.100001E+01 250   1
    33  -.935116E-04 0.100165E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.233777E-04 0.233777E-04 151 150  -.193874E+02 0.100001E+01 250   1
    34  -.984064E-04 0.100183E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.246014E-04 0.246014E-04 151 151  -.193874E+02 0.100001E+01 250   1
    35  -.103292E-03 0.100202E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.258228E-04 0.258228E-04 151 150  -.193874E+02 0.100001E+01 250   1
    36  -.109389E-03 0.100226E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.273470E-04 0.273470E-04 151 150  -.193874E+02 0.100001E+01 250   1
    37  -.115476E-03 0.100251E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.288687E-04 0.288687E-04 151 150  -.193874E+02 0.100001E+01 250   1
    38  -.121607E-03 0.100278E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.304014E-04 0.304014E-04 151 150  -.193874E+02 0.100001E+01 250   1
    39  -.127720E-03 0.100307E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.319297E-04 0.319297E-04 151 150  -.193874E+02 0.100001E+01 250   1
    40  -.133814E-03 0.100337E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.334533E-04 0.334533E-04 151 150  -.193874E+02 0.100001E+01 250   1
    41  -.141423E-03 0.100376E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.353554E-04 0.353554E-04 151 150  -.193874E+02 0.100001E+01 250   1
    42  -.149097E-03 0.100417E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.372738E-04 0.372738E-04 151 150  -.193874E+02 0.100001E+01 250   1
    43  -.156735E-03 0.100460E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.391835E-04 0.391835E-04 151 150  -.193874E+02 0.100001E+01 250   1
    44  -.164334E-03 0.100506E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.410830E-04 0.410830E-04 151 151  -.193874E+02 0.100001E+01 250   1
    45  -.173912E-03 0.100565E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.434775E-04 0.434775E-04 151 150  -.193874E+02 0.100001E+01 250   1
    46  -.183476E-03 0.100627E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.458686E-04 0.458686E-04 151 150  -.193874E+02 0.100002E+01 250   1
    47  -.192980E-03 0.100692E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.482446E-04 0.482446E-04 151 150  -.193874E+02 0.100002E+01 250   1
    48  -.202569E-03 0.100761E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.506419E-04 0.506419E-04 151 150  -.193874E+02 0.100002E+01 250   1
    49  -.214484E-03 0.100851E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.536205E-04 0.536205E-04 151 150  -.193874E+02 0.100002E+01 250   1
    50  -.226481E-03 0.100945E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.566197E-04 0.566197E-04 151 150  -.193874E+02 0.100002E+01 250   1
    51  -.238409E-03 0.101044E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.596018E-04 0.596018E-04 151 150  -.193874E+02 0.100002E+01 250   1
    52  -.250346E-03 0.101148E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.625859E-04 0.625859E-04 150 150  -.193874E+02 0.100002E+01 250   1
    53  -.262263E-03 0.101256E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.655652E-04 0.655652E-04 150 150  -.193874E+02 0.100003E+01 250   1
    54  -.277228E-03 0.101396E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.693064E-04 0.693064E-04 150 150  -.193874E+02 0.100003E+01 250   1
    55  -.292182E-03 0.101541E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.730448E-04 0.730448E-04 150 150  -.193874E+02 0.100003E+01 250   1
    56  -.307189E-03 0.101694E-01 250   1  0.000000E+00 0.000000E+00 250 250  -.767965E-04 0.767965E-04 151 151  -.193874E+02 0.100003E+01 250   1
